wordform	normal_form	POS	animacy	aspect	case	gender	involvement	mood	number	person	tense	transitivity	voice
настоящий	настоящий	ADJF	inan	None	accs	masc	None	None	sing	None	None	None	None
сказал	сказать	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
ему	он	NPRO	None	None	datv	masc	None	None	sing	3per	None	None	None
r	r	None	None	None	None	None	None	None	None	None	None	None	None
простите	простить	VERB	None	perf	None	None	None	indc	plur	2per	futr	tran	None
меня	я	NPRO	None	None	accs	None	None	None	sing	1per	None	None	None
ради	ради	PREP	None	None	None	None	None	None	None	None	None	None	None
благодетеля	благодетель	NOUN	anim	None	gent	masc	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
совсем	совсем	ADVB	None	None	None	None	None	None	None	None	None	None	None
болён	больной	ADJS	None	None	None	masc	None	None	sing	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
сплю	спать	VERB	None	impf	None	None	None	indc	sing	1per	pres	intr	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
понимаю	понимать	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
со	с	PREP	None	None	None	None	None	None	None	None	None	None	None
мной	я	NPRO	None	None	ablt	None	None	None	sing	1per	None	None	None
толстые	толстой	NOUN	anim	None	nomn	None	None	None	plur	None	None	None	None
губы	губа	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
мимолётно	мимолётно	ADVB	None	None	None	None	None	None	None	None	None	None	None
усмехнулись	усмехнуться	VERB	None	perf	None	None	None	indc	plur	None	past	intr	None
да-да-да	да-да-да	INTJ	None	None	None	None	None	None	None	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
понимаю	понимать	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
понимаю	понимать	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
мне	я	NPRO	None	None	datv	None	None	None	sing	1per	None	None	None
всё	весь	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
это	это	PRCL	None	None	None	None	None	None	None	None	None	None	None
зна-комо	зна-комо	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
разумеется	разумеется	CONJ	None	None	None	None	None	None	None	None	None	None	None
теоретически	теоретически	ADVB	None	None	None	None	None	None	None	None	None	None	None
прощайте	прощать	VERB	None	impf	None	None	excl	impr	plur	None	None	tran	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
дверях	дверь	NOUN	inan	None	loct	femn	None	None	plur	None	None	None	None
повернулся	повернуться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
чёрным	чёрный	NOUN	anim	None	ablt	masc	None	None	sing	None	None	None	None
мячиком	мячик	NOUN	inan	None	ablt	masc	None	None	sing	None	None	None	None
назад	назад	ADVB	None	None	None	None	None	None	None	None	None	None	None
к	к	PREP	None	None	None	None	None	None	None	None	None	None	None
столу	стол	NOUN	inan	None	datv	masc	None	None	sing	None	None	None	None
бросил	бросить	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
стол	стол	NOUN	inan	None	accs	masc	None	None	sing	None	None	None	None
книгу	книга	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
последняя	последний	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
моя	мой	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
нарочно	нарочно	ADVB	None	None	None	None	None	None	None	None	None	None	None
принёс	принести	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
чуть	чуть	ADVB	None	None	None	None	None	None	None	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
забыл	забыть	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
прощайте	прощать	VERB	None	impf	None	None	excl	impr	plur	None	None	tran	None
п	плата	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
брызнуло	брызнуть	VERB	None	perf	None	neut	None	indc	sing	None	past	tran	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
меня	я	NPRO	None	None	accs	None	None	None	sing	1per	None	None	None
укатился	укатиться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
один	один	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
или	или	CONJ	None	None	None	None	None	None	None	None	None	None	None
вернее	верный	COMP	None	None	None	None	None	None	None	None	None	None	None
наедине	наедине	ADVB	None	None	None	None	None	None	None	None	None	None	None
с	с	PREP	None	None	None	None	None	None	None	None	None	None	None
этим	это	NPRO	None	None	ablt	neut	None	None	sing	None	None	None	None
другим	другой	ADJF	None	None	datv	None	None	None	plur	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
кресле	кресло	NOUN	inan	None	loct	neut	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
положив	положить	GRND	None	perf	None	None	None	None	None	None	past	tran	None
нога	нога	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
ногу	нога	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
из	из	PREP	None	None	None	None	None	None	None	None	None	None	None
какого-то	какой-то	ADJF	None	None	gent	masc	None	None	sing	None	None	None	None
там	там	ADVB	None	None	None	None	None	None	None	None	None	None	None
с	с	PREP	None	None	None	None	None	None	None	None	None	None	None
любопытством	любопытство	NOUN	inan	None	ablt	neut	None	None	sing	None	None	None	None
гляжу	глядеть	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
как	как	CONJ	None	None	None	None	None	None	None	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
корчусь	корчиться	VERB	None	impf	None	None	None	indc	sing	1per	pres	intr	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
кровати	кровать	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
отчего	отчего	CONJ	None	None	None	None	None	None	None	None	None	None	None
ну	ну	PRCL	None	None	None	None	None	None	None	None	None	None	None
отчего	отчего	CONJ	None	None	None	None	None	None	None	None	None	None	None
целых	целое	NOUN	inan	None	gent	neut	None	None	plur	None	None	None	None
три	три	NUMR	inan	None	accs	None	None	None	None	None	None	None	None
года	год	NOUN	inan	None	gent	masc	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
о	о	PREP	None	None	None	None	None	None	None	None	None	None	None
жили	жить	VERB	None	impf	None	None	None	indc	plur	None	past	intr	None
так	так	CONJ	None	None	None	None	None	None	None	None	None	None	None
дружески	дружески	ADVB	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
вдруг	вдруг	ADVB	None	None	None	None	None	None	None	None	None	None	None
теперь	теперь	ADVB	None	None	None	None	None	None	None	None	None	None	None
одно	один	ADJF	None	None	accs	neut	None	None	sing	None	None	None	None
только	только	PRCL	None	None	None	None	None	None	None	None	None	None	None
слово	слово	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
о	о	PREP	None	None	None	None	None	None	None	None	None	None	None
той	тот	ADJF	None	None	ablt	femn	None	None	sing	None	None	None	None
об	о	PREP	None	None	None	None	None	None	None	None	None	None	None
неужели	неужели	PRCL	None	None	None	None	None	None	None	None	None	None	None
всё	весь	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
это	это	PRCL	None	None	None	None	None	None	None	None	None	None	None
сумасшествие	сумасшествие	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
любовь	любовь	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
ревность	ревность	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
только	только	PRCL	None	None	None	None	None	None	None	None	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
идиотских	идиотский	ADJF	None	None	gent	None	None	None	plur	None	None	None	None
древних	древние	NOUN	anim	None	gent	None	None	None	plur	None	None	None	None
книжках	книжка	NOUN	inan	None	loct	femn	None	None	plur	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
главное	главный	ADJF	None	None	nomn	neut	None	None	sing	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
уравнения	уравнение	NOUN	inan	None	gent	neut	None	None	sing	None	None	None	None
формулы	формула	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
цифры	цифра	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
это	это	PRCL	None	None	None	None	None	None	None	None	None	None	None
ничего	ничто	NPRO	None	None	gent	neut	None	None	sing	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
понимаю	понимать	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
ничего	ничто	NPRO	None	None	gent	neut	None	None	sing	None	None	None	None
завтра	завтра	ADVB	None	None	None	None	None	None	None	None	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
пойду	пойти	VERB	None	perf	None	None	None	indc	sing	1per	futr	intr	None
к	к	PREP	None	None	None	None	None	None	None	None	None	None	None
r	r	None	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
скажу	сказать	VERB	None	perf	None	None	None	indc	sing	1per	futr	tran	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
неправда	неправда	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
пойду	пойти	VERB	None	perf	None	None	None	indc	sing	1per	futr	intr	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
завтра	завтра	ADVB	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
послезавтра	послезавтра	ADVB	None	None	None	None	None	None	None	None	None	None	None
никогда	никогда	ADVB	None	None	None	None	None	None	None	None	None	None	None
больше	большой	COMP	None	None	None	None	None	None	None	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
пойду	пойти	VERB	None	perf	None	None	None	indc	sing	1per	futr	intr	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
могу	мочь	VERB	None	impf	None	None	None	indc	sing	1per	pres	intr	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
хочу	хотеть	VERB	None	impf	None	None	None	indc	sing	1per	pres	tran	None
его	он	NPRO	None	None	accs	masc	None	None	sing	3per	None	None	None
видеть	видеть	INFN	None	impf	None	None	None	None	None	None	None	tran	None
конец	конец	NOUN	inan	None	accs	masc	None	None	sing	None	None	None	None
треугольник	треугольник	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
наш	наш	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
развалился	развалиться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
